"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4532,100,"fill_f32_kernel(float*, unsigned long, float)",4532,187770494376092,187770494393613,0,0,8,0,128,256,1,1,65536,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4533,40,"compressor_prefill_pool_kernel(float*, float const*, float const*, float const*, float const*, void const*, unsigned long, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",4533,187770494398293,187770494483654,0,1040,24,0,128,256,1,1,512,16,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4534,61,"rms_norm_weight_kernel(float*, float const*, float const*, unsigned int, unsigned int, float)",4534,187770494487894,187770494491134,1024,0,16,0,128,256,1,1,4096,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4535,236,"rope_tail_kernel(float*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int, float, float, float, float, float, float)",4535,187770494495414,187770494498454,0,0,24,0,128,256,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4536,136,"fp8_kv_quantize_kernel(float*, unsigned int, unsigned int, unsigned int)",4536,187770494502694,187770494505134,512,0,16,0,128,64,1,1,1024,7,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4537,42,"store_raw_kv_batch_kernel(float*, float const*, unsigned int, unsigned int, unsigned int, unsigned int)",4537,187770494509374,187770494523374,0,0,16,0,128,256,1,1,1048576,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4538,170,"attention_decode_mixed_heads8_online_kernel(float*, float const*, float const*, float const*, float const*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",4538,187770494527654,187770507699421,9728,0,72,0,128,256,1,1,524288,8,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4539,236,"rope_tail_kernel(float*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, int, float, float, float, float, float, float)",4539,187770507704221,187770507936264,0,0,24,0,128,256,1,1,4194304,1,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4540,99,"quantize_q8_0_f32_kernel(signed char*, float*, float const*, unsigned long, unsigned long)",4540,187770507940624,187770508808075,0,0,8,0,128,32,1,1,4096,16384,1
"KERNEL_DISPATCH","Agent 1",1,0,1760434,4541,163,"grouped_q8_0_a_preq_warp8_kernel(float*, unsigned char const*, signed char const*, float const*, unsigned long, unsigned long, unsigned int, unsigned int, unsigned long, int)",4541,187770508821155,187770543536593,0,0,40,0,128,256,1,1,262144,2048,1
