"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
19848,"Cijk_Alik_Bljk_HSS_BH_Bias_HA_S_SAV_UserArgs_MT16x16x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR0_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG16_2_1.kd",1,0,9476,872567,872567,2048,32,6656,0,128,0,128,32,"0x0","0x780a19349b40",133464831545555,133464833018509,133464833117229,133464833121069,98720
19849,"hc_split_weighted_sum_fused_kernel",1,0,9477,872567,872567,131072,256,0,0,40,0,128,32,"0x0","0x780c47477840",133464831554912,133464833121550,133464834547877,133464834549975,1426327
19850,"rms_norm_weight_kernel",1,0,9478,872567,872567,131072,256,1024,0,16,0,128,32,"0x0","0x780c47476f80",133464831560914,133464834552157,133464835023320,133464835025535,471163
19851,"matmul_q8_0_f32_batch_wmma_4w_kernel",1,0,9479,872567,872567,16384,128,4096,0,88,0,128,32,"0x0","0x780c474769c0",133464831566665,133464835027680,133464836808970,133464836814904,1781290
19852,"matmul_q8_0_f32_batch_sharedx_warp_rows_w32_toktile_kernel",1,0,9480,872567,872567,262144,1024,65536,0,80,0,128,32,"0x0","0x780c47479740",133464831572065,133464836813330,133464838238137,133464838240093,1424807
19853,"dsv4_qkv_rms_norm_rows_kernel",1,0,9481,872567,872567,262144,256,1024,0,16,0,128,32,"0x0","0x780c47476fc0",133464831579950,133464838243017,133464838378818,133464838385659,135801
19854,"matmul_q8_0_f32_batch_wmma_4w_kernel",1,0,9482,872567,872567,524288,128,4096,0,88,0,128,32,"0x0","0x780c474769c0",133464831585310,133464838383258,133464844219850,133464844223916,5836592
19855,"head_rms_norm_kernel",1,0,9483,872567,872567,8388608,256,1024,0,8,0,128,32,"0x0","0x780c47477000",133464831589789,133464844223970,133464847892950,133464847894117,3668980
19856,"rope_tail_kernel",1,0,9484,872567,872567,1048576,256,0,0,16,0,128,32,"0x0","0x780c474770c0",133464831593746,133464847897110,133464848344232,133464848347385,447122
19857,"rope_tail_kernel",1,0,9485,872567,872567,16384,256,0,0,16,0,128,32,"0x0","0x780c474770c0",133464831597714,133464848348272,133464848359713,133464848363005,11441
19858,"fp8_kv_quantize_kernel",1,0,9486,872567,872567,229376,64,512,0,16,0,128,32,"0x0","0x780c47477100",133464831601501,133464848363873,133464848427153,133464848436273,63280
19859,"f32_to_f16_kernel",2,1,6865,872567,872567,2097152,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831606851,133464832908677,133464832934957,133464832939976,26280
19860,"Cijk_Alik_Bljk_HSS_BH_HA_S_UserArgs_MT256x64x32_MI16x16x1_SN_LDSB0_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSUAMB_GLS0_ISA1201_IU1_K1_LDSTI0_LBSPPA256_LBSPPB256_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV1_MIWT4_4_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA0_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK0_SKFTR0_SKXCCM0_TLDS2_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA4_VWB4_WSGRA0_WSGRB0_WS32_WG64_2_1.kd",2,1,6866,872567,872567,4096,128,55808,0,256,0,128,32,"0x0","0x7808e9260080",133464831624795,133464832939437,133464833018478,133464833027051,79041
19861,"f32_to_f16_kernel",2,1,6867,872567,872567,2097152,256,0,0,8,0,128,32,"0x0","0x780c3b476600",133464831632600,133464833022438,133464833035358,133464833049263,12920
